,country,year,sex,age,suicides_no,population
33740,Saint Kitts and Nevis,2015,male,35-54 years,0.0,
33741,Saint Kitts and Nevis,2015,male,5-14 years,0.0,
33742,Saint Kitts and Nevis,2015,male,55-74 years,0.0,
33743,Saint Kitts and Nevis,2015,male,75+ years,0.0,
33744,Saint Lucia,1979,female,15-24 years,0.0,10400.0
33745,Saint Lucia,1979,female,25-34 years,0.0,5800.0
33746,Saint Lucia,1979,female,35-54 years,0.0,9700.0
33747,Saint Lucia,1979,female,5-14 years,0.0,18200.0
33748,Saint Lucia,1979,female,55-74 years,0.0,5600.0
33749,Saint Lucia,1979,female,75+ years,0.0,1800.0
33750,Saint Lucia,1979,male,15-24 years,0.0,9000.0
33751,Saint Lucia,1979,male,25-34 years,0.0,4500.0
33752,Saint Lucia,1979,male,35-54 years,1.0,7600.0
33753,Saint Lucia,1979,male,5-14 years,0.0,18600.0
33754,Saint Lucia,1979,male,55-74 years,0.0,4200.0
33755,Saint Lucia,1979,male,75+ years,0.0,800.0
33756,Saint Lucia,1980,female,15-24 years,0.0,10600.0
33757,Saint Lucia,1980,female,25-34 years,0.0,5900.0
33758,Saint Lucia,1980,female,35-54 years,0.0,10000.0
33759,Saint Lucia,1980,female,5-14 years,0.0,18600.0
33760,Saint Lucia,1980,female,55-74 years,0.0,5600.0
33761,Saint Lucia,1980,female,75+ years,0.0,1800.0
33762,Saint Lucia,1980,male,15-24 years,0.0,9100.0
33763,Saint Lucia,1980,male,25-34 years,1.0,4600.0
33764,Saint Lucia,1980,male,35-54 years,2.0,7800.0
33765,Saint Lucia,1980,male,5-14 years,0.0,18900.0
33766,Saint Lucia,1980,male,55-74 years,0.0,4400.0
33767,Saint Lucia,1980,male,75+ years,0.0,800.0
33768,Saint Lucia,1981,female,15-24 years,0.0,12975.0
33769,Saint Lucia,1981,female,25-34 years,0.0,7320.0
33770,Saint Lucia,1981,female,35-54 years,0.0,8710.0
33771,Saint Lucia,1981,female,5-14 years,0.0,17034.0
33772,Saint Lucia,1981,female,55-74 years,0.0,5644.0
33773,Saint Lucia,1981,female,75+ years,0.0,1180.0
33774,Saint Lucia,1981,male,15-24 years,0.0,12707.0
33775,Saint Lucia,1981,male,25-34 years,0.0,6627.0
33776,Saint Lucia,1981,male,35-54 years,0.0,7477.0
33777,Saint Lucia,1981,male,5-14 years,0.0,17725.0
33778,Saint Lucia,1981,male,55-74 years,1.0,4845.0
33779,Saint Lucia,1981,male,75+ years,0.0,764.0
33780,Saint Lucia,1983,female,15-24 years,0.0,14900.0
33781,Saint Lucia,1983,female,25-34 years,0.0,8800.0
33782,Saint Lucia,1983,female,35-54 years,1.0,9600.0
33783,Saint Lucia,1983,female,5-14 years,0.0,16900.0
33784,Saint Lucia,1983,female,55-74 years,0.0,6400.0
33785,Saint Lucia,1983,female,75+ years,0.0,1700.0
33786,Saint Lucia,1983,male,15-24 years,0.0,14500.0
33787,Saint Lucia,1983,male,25-34 years,1.0,7600.0
33788,Saint Lucia,1983,male,35-54 years,4.0,8100.0
33789,Saint Lucia,1983,male,5-14 years,0.0,17200.0
33790,Saint Lucia,1983,male,55-74 years,2.0,5200.0
33791,Saint Lucia,1983,male,75+ years,1.0,1000.0
33792,Saint Lucia,1986,female,15-24 years,0.0,14800.0
33793,Saint Lucia,1986,female,25-34 years,0.0,9700.0
33794,Saint Lucia,1986,female,35-54 years,0.0,9800.0
33795,Saint Lucia,1986,female,5-14 years,0.0,15200.0
33796,Saint Lucia,1986,female,55-74 years,0.0,6300.0
33797,Saint Lucia,1986,female,75+ years,0.0,1600.0
33798,Saint Lucia,1986,male,15-24 years,0.0,14600.0
33799,Saint Lucia,1986,male,25-34 years,2.0,8400.0
33800,Saint Lucia,1986,male,35-54 years,3.0,8300.0
33801,Saint Lucia,1986,male,5-14 years,0.0,15400.0
33802,Saint Lucia,1986,male,55-74 years,0.0,4900.0
33803,Saint Lucia,1986,male,75+ years,0.0,1000.0
33804,Saint Lucia,1987,female,15-24 years,0.0,14800.0
33805,Saint Lucia,1987,female,25-34 years,1.0,10200.0
33806,Saint Lucia,1987,female,35-54 years,0.0,10000.0
33807,Saint Lucia,1987,female,5-14 years,0.0,15000.0
33808,Saint Lucia,1987,female,55-74 years,0.0,6300.0
33809,Saint Lucia,1987,female,75+ years,0.0,1600.0
33810,Saint Lucia,1987,male,15-24 years,2.0,14600.0
33811,Saint Lucia,1987,male,25-34 years,3.0,8900.0
33812,Saint Lucia,1987,male,35-54 years,2.0,8700.0
33813,Saint Lucia,1987,male,5-14 years,0.0,15300.0
33814,Saint Lucia,1987,male,55-74 years,3.0,4900.0
33815,Saint Lucia,1987,male,75+ years,0.0,1000.0
33816,Saint Lucia,1988,female,15-24 years,0.0,15000.0
33817,Saint Lucia,1988,female,25-34 years,0.0,10400.0
33818,Saint Lucia,1988,female,35-54 years,0.0,10200.0
33819,Saint Lucia,1988,female,5-14 years,1.0,15300.0
33820,Saint Lucia,1988,female,55-74 years,2.0,6300.0
33821,Saint Lucia,1988,female,75+ years,1.0,1600.0
33822,Saint Lucia,1988,male,15-24 years,1.0,14800.0
33823,Saint Lucia,1988,male,25-34 years,1.0,9000.0
33824,Saint Lucia,1988,male,35-54 years,2.0,8800.0
33825,Saint Lucia,1988,male,5-14 years,0.0,15700.0
33826,Saint Lucia,1988,male,55-74 years,2.0,4900.0
33827,Saint Lucia,1988,male,75+ years,0.0,1000.0
33828,Saint Lucia,1989,female,15-24 years,1.0,14172.0
33829,Saint Lucia,1989,female,25-34 years,1.0,10069.0
33830,Saint Lucia,1989,female,35-54 years,0.0,10657.0
33831,Saint Lucia,1989,female,5-14 years,0.0,16416.0
33832,Saint Lucia,1989,female,55-74 years,1.0,7188.0
33833,Saint Lucia,1989,female,75+ years,0.0,1924.0
33834,Saint Lucia,1989,male,15-24 years,1.0,13777.0
33835,Saint Lucia,1989,male,25-34 years,1.0,9610.0
33836,Saint Lucia,1989,male,35-54 years,1.0,10292.0
33837,Saint Lucia,1989,male,5-14 years,0.0,16552.0
33838,Saint Lucia,1989,male,55-74 years,2.0,6532.0
33839,Saint Lucia,1989,male,75+ years,0.0,1377.0
33840,Saint Lucia,1990,female,15-24 years,0.0,14116.0
33841,Saint Lucia,1990,female,25-34 years,1.0,10489.0
33842,Saint Lucia,1990,female,35-54 years,0.0,10814.0
33843,Saint Lucia,1990,female,5-14 years,0.0,16405.0
33844,Saint Lucia,1990,female,55-74 years,0.0,7433.0
33845,Saint Lucia,1990,female,75+ years,0.0,2160.0
33846,Saint Lucia,1990,male,15-24 years,1.0,13592.0
33847,Saint Lucia,1990,male,25-34 years,1.0,9974.0
33848,Saint Lucia,1990,male,35-54 years,0.0,10663.0
33849,Saint Lucia,1990,male,5-14 years,0.0,16448.0
33850,Saint Lucia,1990,male,55-74 years,0.0,6879.0
33851,Saint Lucia,1990,male,75+ years,0.0,1564.0
33852,Saint Lucia,1991,female,15-24 years,0.0,14156.0
33853,Saint Lucia,1991,female,25-34 years,0.0,10923.0
33854,Saint Lucia,1991,female,35-54 years,0.0,11148.0
33855,Saint Lucia,1991,female,5-14 years,0.0,16468.0
33856,Saint Lucia,1991,female,55-74 years,0.0,7433.0
33857,Saint Lucia,1991,female,75+ years,0.0,2309.0
33858,Saint Lucia,1991,male,15-24 years,1.0,13648.0
33859,Saint Lucia,1991,male,25-34 years,2.0,10359.0
33860,Saint Lucia,1991,male,35-54 years,2.0,11009.0
33861,Saint Lucia,1991,male,5-14 years,0.0,16437.0
33862,Saint Lucia,1991,male,55-74 years,0.0,6919.0
33863,Saint Lucia,1991,male,75+ years,1.0,1687.0
33864,Saint Lucia,1992,female,15-24 years,0.0,14112.0
33865,Saint Lucia,1992,female,25-34 years,0.0,11288.0
33866,Saint Lucia,1992,female,35-54 years,0.0,11519.0
33867,Saint Lucia,1992,female,5-14 years,0.0,16583.0
33868,Saint Lucia,1992,female,55-74 years,0.0,7421.0
33869,Saint Lucia,1992,female,75+ years,0.0,2460.0
33870,Saint Lucia,1992,male,15-24 years,3.0,13607.0
33871,Saint Lucia,1992,male,25-34 years,0.0,10682.0
33872,Saint Lucia,1992,male,35-54 years,7.0,11354.0
33873,Saint Lucia,1992,male,5-14 years,0.0,16444.0
33874,Saint Lucia,1992,male,55-74 years,1.0,6939.0
33875,Saint Lucia,1992,male,75+ years,0.0,1814.0
33876,Saint Lucia,1993,female,15-24 years,0.0,14011.0
33877,Saint Lucia,1993,female,25-34 years,0.0,11591.0
33878,Saint Lucia,1993,female,35-54 years,0.0,11946.0
33879,Saint Lucia,1993,female,5-14 years,0.0,16743.0
33880,Saint Lucia,1993,female,55-74 years,0.0,7403.0
33881,Saint Lucia,1993,female,75+ years,0.0,2603.0
33882,Saint Lucia,1993,male,15-24 years,0.0,13501.0
33883,Saint Lucia,1993,male,25-34 years,2.0,10951.0
33884,Saint Lucia,1993,male,35-54 years,5.0,11725.0
33885,Saint Lucia,1993,male,5-14 years,0.0,16487.0
33886,Saint Lucia,1993,male,55-74 years,1.0,6955.0
33887,Saint Lucia,1993,male,75+ years,0.0,1930.0
33888,Saint Lucia,1994,female,15-24 years,2.0,13897.0
33889,Saint Lucia,1994,female,25-34 years,0.0,11849.0
33890,Saint Lucia,1994,female,35-54 years,0.0,12434.0
33891,Saint Lucia,1994,female,5-14 years,0.0,16932.0
33892,Saint Lucia,1994,female,55-74 years,0.0,7403.0
33893,Saint Lucia,1994,female,75+ years,0.0,2738.0
33894,Saint Lucia,1994,male,15-24 years,2.0,13371.0
33895,Saint Lucia,1994,male,25-34 years,0.0,11172.0
33896,Saint Lucia,1994,male,35-54 years,2.0,12160.0
33897,Saint Lucia,1994,male,5-14 years,0.0,16577.0
33898,Saint Lucia,1994,male,55-74 years,0.0,6985.0
33899,Saint Lucia,1994,male,75+ years,0.0,2039.0
33900,Saint Lucia,1995,female,15-24 years,0.0,13807.0
33901,Saint Lucia,1995,female,25-34 years,0.0,12065.0
33902,Saint Lucia,1995,female,35-54 years,1.0,12984.0
33903,Saint Lucia,1995,female,5-14 years,0.0,17137.0
33904,Saint Lucia,1995,female,55-74 years,0.0,7428.0
33905,Saint Lucia,1995,female,75+ years,0.0,2867.0
33906,Saint Lucia,1995,male,15-24 years,2.0,13265.0
33907,Saint Lucia,1995,male,25-34 years,4.0,11345.0
33908,Saint Lucia,1995,male,35-54 years,3.0,12673.0
33909,Saint Lucia,1995,male,5-14 years,0.0,16723.0
33910,Saint Lucia,1995,male,55-74 years,0.0,7035.0
33911,Saint Lucia,1995,male,75+ years,0.0,2137.0
33912,Saint Lucia,1996,female,15-24 years,0.0,13973.0
33913,Saint Lucia,1996,female,25-34 years,0.0,12240.0
33914,Saint Lucia,1996,female,35-54 years,0.0,13551.0
33915,Saint Lucia,1996,female,5-14 years,0.0,17327.0
33916,Saint Lucia,1996,female,55-74 years,1.0,7391.0
33917,Saint Lucia,1996,female,75+ years,0.0,2971.0
33918,Saint Lucia,1996,male,15-24 years,2.0,13444.0
33919,Saint Lucia,1996,male,25-34 years,2.0,11467.0
33920,Saint Lucia,1996,male,35-54 years,2.0,13179.0
33921,Saint Lucia,1996,male,5-14 years,0.0,16888.0
33922,Saint Lucia,1996,male,55-74 years,0.0,6966.0
33923,Saint Lucia,1996,male,75+ years,0.0,2224.0
33924,Saint Lucia,1997,female,15-24 years,0.0,14193.0
33925,Saint Lucia,1997,female,25-34 years,0.0,12385.0
33926,Saint Lucia,1997,female,35-54 years,0.0,14183.0
33927,Saint Lucia,1997,female,5-14 years,0.0,17456.0
33928,Saint Lucia,1997,female,55-74 years,0.0,7376.0
33929,Saint Lucia,1997,female,75+ years,0.0,3067.0
33930,Saint Lucia,1997,male,15-24 years,2.0,13692.0
33931,Saint Lucia,1997,male,25-34 years,1.0,11568.0
33932,Saint Lucia,1997,male,35-54 years,3.0,13783.0
33933,Saint Lucia,1997,male,5-14 years,0.0,17053.0
33934,Saint Lucia,1997,male,55-74 years,2.0,6918.0
33935,Saint Lucia,1997,male,75+ years,1.0,2293.0
33936,Saint Lucia,1998,female,15-24 years,0.0,14463.0
33937,Saint Lucia,1998,female,25-34 years,0.0,12506.0
33938,Saint Lucia,1998,female,35-54 years,2.0,14857.0
33939,Saint Lucia,1998,female,5-14 years,0.0,17514.0
33940,Saint Lucia,1998,female,55-74 years,0.0,7399.0
33941,Saint Lucia,1998,female,75+ years,1.0,3134.0
33942,Saint Lucia,1998,male,15-24 years,0.0,13997.0
33943,Saint Lucia,1998,male,25-34 years,2.0,11650.0
33944,Saint Lucia,1998,male,35-54 years,2.0,14443.0
33945,Saint Lucia,1998,male,5-14 years,0.0,17192.0
33946,Saint Lucia,1998,male,55-74 years,0.0,6900.0
33947,Saint Lucia,1998,male,75+ years,1.0,2345.0
33948,Saint Lucia,1999,female,15-24 years,1.0,14777.0
33949,Saint Lucia,1999,female,25-34 years,0.0,12606.0
33950,Saint Lucia,1999,female,35-54 years,0.0,15542.0
33951,Saint Lucia,1999,female,5-14 years,0.0,17512.0
33952,Saint Lucia,1999,female,55-74 years,0.0,7454.0
33953,Saint Lucia,1999,female,75+ years,0.0,3184.0
33954,Saint Lucia,1999,male,15-24 years,1.0,14330.0
33955,Saint Lucia,1999,male,25-34 years,3.0,11720.0
33956,Saint Lucia,1999,male,35-54 years,1.0,15112.0
33957,Saint Lucia,1999,male,5-14 years,0.0,17291.0
33958,Saint Lucia,1999,male,55-74 years,2.0,6904.0
33959,Saint Lucia,1999,male,75+ years,0.0,2381.0
33960,Saint Lucia,2000,female,15-24 years,0.0,15127.0
33961,Saint Lucia,2000,female,25-34 years,1.0,12690.0
33962,Saint Lucia,2000,female,35-54 years,1.0,16209.0
33963,Saint Lucia,2000,female,5-14 years,0.0,17444.0
33964,Saint Lucia,2000,female,55-74 years,1.0,7546.0
33965,Saint Lucia,2000,female,75+ years,0.0,3209.0
33966,Saint Lucia,2000,male,15-24 years,0.0,14678.0
33967,Saint Lucia,2000,male,25-34 years,3.0,11783.0
33968,Saint Lucia,2000,male,35-54 years,2.0,15752.0
33969,Saint Lucia,2000,male,5-14 years,1.0,17324.0
33970,Saint Lucia,2000,male,55-74 years,3.0,6940.0
33971,Saint Lucia,2000,male,75+ years,2.0,2398.0
33972,Saint Lucia,2001,female,15-24 years,0.0,15489.0
33973,Saint Lucia,2001,female,25-34 years,0.0,12789.0
33974,Saint Lucia,2001,female,35-54 years,0.0,16825.0
33975,Saint Lucia,2001,female,5-14 years,0.0,17304.0
33976,Saint Lucia,2001,female,55-74 years,0.0,7625.0
33977,Saint Lucia,2001,female,75+ years,0.0,3227.0
33978,Saint Lucia,2001,male,15-24 years,2.0,15031.0
33979,Saint Lucia,2001,male,25-34 years,3.0,11897.0
33980,Saint Lucia,2001,male,35-54 years,1.0,16328.0
33981,Saint Lucia,2001,male,5-14 years,0.0,17284.0
33982,Saint Lucia,2001,male,55-74 years,1.0,6930.0
33983,Saint Lucia,2001,male,75+ years,0.0,2437.0
33984,Saint Lucia,2002,female,15-24 years,1.0,15885.0
33985,Saint Lucia,2002,female,25-34 years,0.0,12889.0
33986,Saint Lucia,2002,female,35-54 years,1.0,17427.0
33987,Saint Lucia,2002,female,5-14 years,0.0,17117.0
33988,Saint Lucia,2002,female,55-74 years,1.0,7756.0
33989,Saint Lucia,2002,female,75+ years,1.0,3217.0
33990,Saint Lucia,2002,male,15-24 years,2.0,15388.0
33991,Saint Lucia,2002,male,25-34 years,2.0,12017.0
33992,Saint Lucia,2002,male,35-54 years,1.0,16874.0
33993,Saint Lucia,2002,male,5-14 years,0.0,17175.0
33994,Saint Lucia,2002,male,55-74 years,1.0,6972.0
33995,Saint Lucia,2002,male,75+ years,2.0,2451.0
33996,Saint Lucia,2003,female,15-24 years,2.0,16282.0
33997,Saint Lucia,2003,female,25-34 years,0.0,13004.0
33998,Saint Lucia,2003,female,35-54 years,1.0,18027.0
33999,Saint Lucia,2003,female,5-14 years,0.0,16898.0
34000,Saint Lucia,2003,female,55-74 years,0.0,7937.0
34001,Saint Lucia,2003,female,75+ years,1.0,3171.0
34002,Saint Lucia,2003,male,15-24 years,1.0,15746.0
34003,Saint Lucia,2003,male,25-34 years,2.0,12157.0
34004,Saint Lucia,2003,male,35-54 years,1.0,17412.0
34005,Saint Lucia,2003,male,5-14 years,0.0,16998.0
34006,Saint Lucia,2003,male,55-74 years,1.0,7068.0
34007,Saint Lucia,2003,male,75+ years,1.0,2427.0
34008,Saint Lucia,2004,female,15-24 years,0.0,16645.0
34009,Saint Lucia,2004,female,25-34 years,0.0,13158.0
34010,Saint Lucia,2004,female,35-54 years,0.0,18642.0
34011,Saint Lucia,2004,female,5-14 years,0.0,16645.0
34012,Saint Lucia,2004,female,55-74 years,0.0,8141.0
34013,Saint Lucia,2004,female,75+ years,0.0,3117.0
34014,Saint Lucia,2004,male,15-24 years,0.0,16100.0
34015,Saint Lucia,2004,male,25-34 years,2.0,12342.0
34016,Saint Lucia,2004,male,35-54 years,4.0,17965.0
34017,Saint Lucia,2004,male,5-14 years,0.0,16765.0
34018,Saint Lucia,2004,male,55-74 years,2.0,7220.0
34019,Saint Lucia,2004,male,75+ years,0.0,2381.0
34020,Saint Lucia,2005,female,15-24 years,0.0,16946.0
34021,Saint Lucia,2005,female,25-34 years,0.0,13364.0
34022,Saint Lucia,2005,female,35-54 years,0.0,19296.0
34023,Saint Lucia,2005,female,5-14 years,0.0,16357.0
34024,Saint Lucia,2005,female,55-74 years,0.0,8353.0
34025,Saint Lucia,2005,female,75+ years,0.0,3072.0
34026,Saint Lucia,2005,male,15-24 years,1.0,16438.0
34027,Saint Lucia,2005,male,25-34 years,1.0,12581.0
34028,Saint Lucia,2005,male,35-54 years,2.0,18544.0
34029,Saint Lucia,2005,male,5-14 years,0.0,16477.0
34030,Saint Lucia,2005,male,55-74 years,0.0,7412.0
34031,Saint Lucia,2005,male,75+ years,0.0,2329.0
34032,Saint Lucia,2006,female,15-24 years,0.0,16697.0
34033,Saint Lucia,2006,female,25-34 years,0.0,13567.0
34034,Saint Lucia,2006,female,35-54 years,0.0,20254.0
34035,Saint Lucia,2006,female,5-14 years,0.0,16046.0
34036,Saint Lucia,2006,female,55-74 years,0.0,8775.0
34037,Saint Lucia,2006,female,75+ years,0.0,3200.0
34038,Saint Lucia,2006,male,15-24 years,0.0,16212.0
34039,Saint Lucia,2006,male,25-34 years,0.0,12829.0
34040,Saint Lucia,2006,male,35-54 years,1.0,19427.0
34041,Saint Lucia,2006,male,5-14 years,0.0,16150.0
34042,Saint Lucia,2006,male,55-74 years,1.0,7889.0
34043,Saint Lucia,2006,male,75+ years,0.0,2414.0
34044,Saint Lucia,2008,female,15-24 years,0.0,16103.0
34045,Saint Lucia,2008,female,25-34 years,0.0,13877.0
34046,Saint Lucia,2008,female,35-54 years,0.0,22170.0
34047,Saint Lucia,2008,female,5-14 years,0.0,15326.0
34048,Saint Lucia,2008,female,55-74 years,0.0,9683.0
34049,Saint Lucia,2008,female,75+ years,0.0,3511.0
34050,Saint Lucia,2008,male,15-24 years,0.0,15783.0
34051,Saint Lucia,2008,male,25-34 years,0.0,13242.0
34052,Saint Lucia,2008,male,35-54 years,0.0,21171.0
34053,Saint Lucia,2008,male,5-14 years,0.0,15412.0
34054,Saint Lucia,2008,male,55-74 years,0.0,8987.0
34055,Saint Lucia,2008,male,75+ years,0.0,2611.0
34056,Saint Lucia,2009,female,15-24 years,0.0,15855.0
34057,Saint Lucia,2009,female,25-34 years,0.0,13937.0
34058,Saint Lucia,2009,female,35-54 years,0.0,23037.0
34059,Saint Lucia,2009,female,5-14 years,0.0,14879.0
34060,Saint Lucia,2009,female,55-74 years,0.0,10217.0
34061,Saint Lucia,2009,female,75+ years,0.0,3676.0
34062,Saint Lucia,2009,male,15-24 years,3.0,15639.0
34063,Saint Lucia,2009,male,25-34 years,2.0,13332.0
34064,Saint Lucia,2009,male,35-54 years,6.0,21964.0
34065,Saint Lucia,2009,male,5-14 years,0.0,14963.0
34066,Saint Lucia,2009,male,55-74 years,2.0,9605.0
34067,Saint Lucia,2009,male,75+ years,0.0,2716.0
34068,Saint Lucia,2010,female,15-24 years,1.0,15678.0
34069,Saint Lucia,2010,female,25-34 years,0.0,13885.0
34070,Saint Lucia,2010,female,35-54 years,0.0,23787.0
34071,Saint Lucia,2010,female,5-14 years,0.0,14411.0
34072,Saint Lucia,2010,female,55-74 years,0.0,10814.0
34073,Saint Lucia,2010,female,75+ years,0.0,3852.0
34074,Saint Lucia,2010,male,15-24 years,0.0,15545.0
34075,Saint Lucia,2010,male,25-34 years,0.0,13280.0
34076,Saint Lucia,2010,male,35-54 years,1.0,22681.0
34077,Saint Lucia,2010,male,5-14 years,0.0,14494.0
34078,Saint Lucia,2010,male,55-74 years,2.0,10246.0
34079,Saint Lucia,2010,male,75+ years,0.0,2830.0
34080,Saint Lucia,2011,female,15-24 years,0.0,15844.0
34081,Saint Lucia,2011,female,25-34 years,0.0,14012.0
34082,Saint Lucia,2011,female,35-54 years,0.0,24250.0
34083,Saint Lucia,2011,female,5-14 years,0.0,13949.0
34084,Saint Lucia,2011,female,55-74 years,0.0,11141.0
34085,Saint Lucia,2011,female,75+ years,0.0,3936.0
34086,Saint Lucia,2011,male,15-24 years,0.0,15798.0
34087,Saint Lucia,2011,male,25-34 years,1.0,13402.0
34088,Saint Lucia,2011,male,35-54 years,4.0,23081.0
34089,Saint Lucia,2011,male,5-14 years,0.0,14055.0
34090,Saint Lucia,2011,male,55-74 years,3.0,10517.0
34091,Saint Lucia,2011,male,75+ years,0.0,2907.0
34092,Saint Lucia,2012,female,15-24 years,0.0,16001.0
34093,Saint Lucia,2012,female,25-34 years,0.0,14085.0
34094,Saint Lucia,2012,female,35-54 years,1.0,24624.0
34095,Saint Lucia,2012,female,5-14 years,0.0,13460.0
34096,Saint Lucia,2012,female,55-74 years,0.0,11502.0
34097,Saint Lucia,2012,female,75+ years,0.0,4017.0
34098,Saint Lucia,2012,male,15-24 years,1.0,16016.0
34099,Saint Lucia,2012,male,25-34 years,1.0,13446.0
34100,Saint Lucia,2012,male,35-54 years,4.0,23432.0
34101,Saint Lucia,2012,male,5-14 years,1.0,13592.0
34102,Saint Lucia,2012,male,55-74 years,1.0,10788.0
34103,Saint Lucia,2012,male,75+ years,1.0,2977.0
34104,Saint Lucia,2013,female,15-24 years,0.0,16134.0
34105,Saint Lucia,2013,female,25-34 years,0.0,14124.0
34106,Saint Lucia,2013,female,35-54 years,1.0,24949.0
34107,Saint Lucia,2013,female,5-14 years,0.0,12956.0
34108,Saint Lucia,2013,female,55-74 years,0.0,11907.0
34109,Saint Lucia,2013,female,75+ years,0.0,4086.0
34110,Saint Lucia,2013,male,15-24 years,2.0,16184.0
34111,Saint Lucia,2013,male,25-34 years,3.0,13451.0
34112,Saint Lucia,2013,male,35-54 years,4.0,23758.0
34113,Saint Lucia,2013,male,5-14 years,1.0,13116.0
34114,Saint Lucia,2013,male,55-74 years,2.0,11088.0
34115,Saint Lucia,2013,male,75+ years,1.0,3037.0
34116,Saint Lucia,2014,female,15-24 years,1.0,16194.0
34117,Saint Lucia,2014,female,25-34 years,2.0,14165.0
34118,Saint Lucia,2014,female,35-54 years,0.0,25264.0
34119,Saint Lucia,2014,female,5-14 years,0.0,12464.0
34120,Saint Lucia,2014,female,55-74 years,0.0,12366.0
34121,Saint Lucia,2014,female,75+ years,0.0,4163.0
34122,Saint Lucia,2014,male,15-24 years,1.0,16267.0
34123,Saint Lucia,2014,male,25-34 years,3.0,13477.0
34124,Saint Lucia,2014,male,35-54 years,4.0,24066.0
34125,Saint Lucia,2014,male,5-14 years,0.0,12649.0
34126,Saint Lucia,2014,male,55-74 years,3.0,11439.0
34127,Saint Lucia,2014,male,75+ years,0.0,3082.0
34128,Saint Pierre and Miquelon,2005,female,15-24 years,0.0,
34129,Saint Pierre and Miquelon,2005,female,25-34 years,0.0,
34130,Saint Pierre and Miquelon,2005,female,35-54 years,0.0,
34131,Saint Pierre and Miquelon,2005,female,5-14 years,0.0,
34132,Saint Pierre and Miquelon,2005,female,55-74 years,1.0,
34133,Saint Pierre and Miquelon,2005,female,75+ years,0.0,
34134,Saint Pierre and Miquelon,2005,male,15-24 years,0.0,
34135,Saint Pierre and Miquelon,2005,male,25-34 years,1.0,
34136,Saint Pierre and Miquelon,2005,male,35-54 years,0.0,
34137,Saint Pierre and Miquelon,2005,male,5-14 years,0.0,
34138,Saint Pierre and Miquelon,2005,male,55-74 years,0.0,
34139,Saint Pierre and Miquelon,2005,male,75+ years,0.0,
34140,Saint Pierre and Miquelon,2006,female,15-24 years,0.0,
34141,Saint Pierre and Miquelon,2006,female,25-34 years,0.0,
34142,Saint Pierre and Miquelon,2006,female,35-54 years,0.0,
34143,Saint Pierre and Miquelon,2006,female,5-14 years,0.0,
34144,Saint Pierre and Miquelon,2006,female,55-74 years,0.0,
34145,Saint Pierre and Miquelon,2006,female,75+ years,0.0,
34146,Saint Pierre and Miquelon,2006,male,15-24 years,1.0,
34147,Saint Pierre and Miquelon,2006,male,25-34 years,0.0,
34148,Saint Pierre and Miquelon,2006,male,35-54 years,0.0,
34149,Saint Pierre and Miquelon,2006,male,5-14 years,0.0,
34150,Saint Pierre and Miquelon,2006,male,55-74 years,0.0,
34151,Saint Pierre and Miquelon,2006,male,75+ years,0.0,
34152,Saint Pierre and Miquelon,2008,female,15-24 years,0.0,
34153,Saint Pierre and Miquelon,2008,female,25-34 years,0.0,
34154,Saint Pierre and Miquelon,2008,female,35-54 years,0.0,
34155,Saint Pierre and Miquelon,2008,female,5-14 years,0.0,
34156,Saint Pierre and Miquelon,2008,female,55-74 years,0.0,
34157,Saint Pierre and Miquelon,2008,female,75+ years,0.0,
34158,Saint Pierre and Miquelon,2008,male,15-24 years,0.0,
34159,Saint Pierre and Miquelon,2008,male,25-34 years,1.0,
34160,Saint Pierre and Miquelon,2008,male,35-54 years,0.0,
34161,Saint Pierre and Miquelon,2008,male,5-14 years,0.0,
34162,Saint Pierre and Miquelon,2008,male,55-74 years,0.0,
34163,Saint Pierre and Miquelon,2008,male,75+ years,0.0,
34164,Saint Pierre and Miquelon,2009,female,15-24 years,0.0,
34165,Saint Pierre and Miquelon,2009,female,25-34 years,0.0,
34166,Saint Pierre and Miquelon,2009,female,35-54 years,0.0,
34167,Saint Pierre and Miquelon,2009,female,5-14 years,0.0,
34168,Saint Pierre and Miquelon,2009,female,55-74 years,0.0,
34169,Saint Pierre and Miquelon,2009,female,75+ years,0.0,
34170,Saint Pierre and Miquelon,2009,male,15-24 years,0.0,
34171,Saint Pierre and Miquelon,2009,male,25-34 years,0.0,
34172,Saint Pierre and Miquelon,2009,male,35-54 years,0.0,
34173,Saint Pierre and Miquelon,2009,male,5-14 years,0.0,
34174,Saint Pierre and Miquelon,2009,male,55-74 years,0.0,
34175,Saint Pierre and Miquelon,2009,male,75+ years,0.0,
34176,Saint Pierre and Miquelon,2010,female,15-24 years,0.0,
34177,Saint Pierre and Miquelon,2010,female,25-34 years,0.0,
34178,Saint Pierre and Miquelon,2010,female,35-54 years,0.0,
34179,Saint Pierre and Miquelon,2010,female,5-14 years,0.0,
34180,Saint Pierre and Miquelon,2010,female,55-74 years,0.0,
34181,Saint Pierre and Miquelon,2010,female,75+ years,0.0,
34182,Saint Pierre and Miquelon,2010,male,15-24 years,0.0,
34183,Saint Pierre and Miquelon,2010,male,25-34 years,0.0,
34184,Saint Pierre and Miquelon,2010,male,35-54 years,1.0,
34185,Saint Pierre and Miquelon,2010,male,5-14 years,0.0,
34186,Saint Pierre and Miquelon,2010,male,55-74 years,0.0,
34187,Saint Pierre and Miquelon,2010,male,75+ years,0.0,
34188,Saint Vincent and Grenadines,1982,female,15-24 years,0.0,11757.0
