,country,year,sex,age,suicides_no,population
15521,Georgia,2014,female,75+ years,5.0,169900.0
15522,Georgia,2014,male,15-24 years,12.0,264500.0
15523,Georgia,2014,male,25-34 years,13.0,288500.0
15524,Georgia,2014,male,35-54 years,53.0,491300.0
15525,Georgia,2014,male,5-14 years,0.0,208400.0
15526,Georgia,2014,male,55-74 years,58.0,298900.0
15527,Georgia,2014,male,75+ years,22.0,92600.0
15528,Georgia,2015,female,15-24 years,2.0,230200.0
15529,Georgia,2015,female,25-34 years,5.0,272100.0
15530,Georgia,2015,female,35-54 years,8.0,517700.0
15531,Georgia,2015,female,5-14 years,0.0,209600.0
15532,Georgia,2015,female,55-74 years,13.0,420700.0
15533,Georgia,2015,female,75+ years,20.0,166300.0
15534,Georgia,2015,male,15-24 years,17.0,247800.0
15535,Georgia,2015,male,25-34 years,19.0,271700.0
15536,Georgia,2015,male,35-54 years,46.0,480200.0
15537,Georgia,2015,male,5-14 years,1.0,234300.0
15538,Georgia,2015,male,55-74 years,34.0,320200.0
15539,Georgia,2015,male,75+ years,27.0,87600.0
15540,Germany,1990,female,15-24 years,228.0,5288600.0
15541,Germany,1990,female,25-34 years,434.0,6328000.0
15542,Germany,1990,female,35-54 years,1128.0,10742900.0
15543,Germany,1990,female,5-14 years,9.0,4067900.0
15544,Germany,1990,female,55-74 years,1417.0,8537700.0
15545,Germany,1990,female,75+ years,1174.0,3978800.0
15546,Germany,1990,male,15-24 years,800.0,5565400.0
15547,Germany,1990,male,25-34 years,1488.0,6721200.0
15548,Germany,1990,male,35-54 years,3302.0,11127100.0
15549,Germany,1990,male,5-14 years,22.0,4290400.0
15550,Germany,1990,male,55-74 years,2406.0,6593100.0
15551,Germany,1990,male,75+ years,1516.0,1717700.0
15552,Germany,1991,female,15-24 years,185.0,5100000.0
15553,Germany,1991,female,25-34 years,411.0,6488800.0
15554,Germany,1991,female,35-54 years,1200.0,10784200.0
15555,Germany,1991,female,5-14 years,5.0,4150500.0
15556,Germany,1991,female,55-74 years,1400.0,8711800.0
15557,Germany,1991,female,75+ years,1153.0,3906500.0
15558,Germany,1991,male,15-24 years,775.0,5374900.0
15559,Germany,1991,male,25-34 years,1523.0,6923800.0
15560,Germany,1991,male,35-54 years,3427.0,11178200.0
15561,Germany,1991,male,5-14 years,27.0,4374100.0
15562,Germany,1991,male,55-74 years,2445.0,6843000.0
15563,Germany,1991,male,75+ years,1459.0,1660100.0
15564,Germany,1992,female,15-24 years,163.0,4914400.0
15565,Germany,1992,female,25-34 years,384.0,6626000.0
15566,Germany,1992,female,35-54 years,1093.0,10830700.0
15567,Germany,1992,female,5-14 years,12.0,4236800.0
15568,Germany,1992,female,55-74 years,1375.0,8957600.0
15569,Germany,1992,female,75+ years,1105.0,3796100.0
15570,Germany,1992,male,15-24 years,674.0,5203300.0
15571,Germany,1992,male,25-34 years,1576.0,7109900.0
15572,Germany,1992,male,35-54 years,3250.0,11253500.0
15573,Germany,1992,male,5-14 years,26.0,4466700.0
15574,Germany,1992,male,55-74 years,2405.0,7149100.0
15575,Germany,1992,male,75+ years,1395.0,1587600.0
15576,Germany,1993,female,15-24 years,157.0,4748600.0
15577,Germany,1993,female,25-34 years,371.0,6736600.0
15578,Germany,1993,female,35-54 years,1009.0,10876700.0
15579,Germany,1993,female,5-14 years,13.0,4328200.0
15580,Germany,1993,female,55-74 years,1296.0,9235200.0
15581,Germany,1993,female,75+ years,884.0,3684600.0
15582,Germany,1993,male,15-24 years,632.0,5047700.0
15583,Germany,1993,male,25-34 years,1467.0,7256700.0
15584,Germany,1993,male,35-54 years,3033.0,11313100.0
15585,Germany,1993,male,5-14 years,47.0,4564700.0
15586,Germany,1993,male,55-74 years,2485.0,7481800.0
15587,Germany,1993,male,75+ years,1296.0,1519500.0
15588,Germany,1994,female,15-24 years,170.0,4591200.0
15589,Germany,1994,female,25-34 years,350.0,6777700.0
15590,Germany,1994,female,35-54 years,971.0,10893100.0
15591,Germany,1994,female,5-14 years,17.0,4401600.0
15592,Germany,1994,female,55-74 years,1261.0,9477200.0
15593,Germany,1994,female,75+ years,819.0,3631600.0
15594,Germany,1994,male,15-24 years,682.0,4865000.0
15595,Germany,1994,male,25-34 years,1541.0,7293700.0
15596,Germany,1994,male,35-54 years,3154.0,11313100.0
15597,Germany,1994,male,5-14 years,30.0,4637800.0
15598,Germany,1994,male,55-74 years,2527.0,7799100.0
15599,Germany,1994,male,75+ years,1196.0,1482300.0
15600,Germany,1995,female,15-24 years,176.0,4487000.0
15601,Germany,1995,female,25-34 years,343.0,6749100.0
15602,Germany,1995,female,35-54 years,983.0,10912900.0
15603,Germany,1995,female,5-14 years,14.0,4455000.0
15604,Germany,1995,female,55-74 years,1266.0,9630800.0
15605,Germany,1995,female,75+ years,884.0,3692800.0
15606,Germany,1995,male,15-24 years,630.0,4738700.0
15607,Germany,1995,male,25-34 years,1452.0,7257600.0
15608,Germany,1995,male,35-54 years,3251.0,11336900.0
15609,Germany,1995,male,5-14 years,38.0,4695200.0
15610,Germany,1995,male,55-74 years,2597.0,8085300.0
15611,Germany,1995,male,75+ years,1254.0,1506200.0
15612,Germany,1996,female,15-24 years,157.0,4430800.0
15613,Germany,1996,female,25-34 years,351.0,6663000.0
15614,Germany,1996,female,35-54 years,937.0,10969800.0
15615,Germany,1996,female,5-14 years,13.0,4475900.0
15616,Germany,1996,female,55-74 years,1249.0,9712700.0
15617,Germany,1996,female,75+ years,790.0,3802500.0
15618,Germany,1996,male,15-24 years,589.0,4670600.0
15619,Germany,1996,male,25-34 years,1441.0,7162600.0
15620,Germany,1996,male,35-54 years,3023.0,11396300.0
15621,Germany,1996,male,5-14 years,36.0,4720200.0
15622,Germany,1996,male,55-74 years,2463.0,8320900.0
15623,Germany,1996,male,75+ years,1176.0,1557200.0
15624,Germany,1997,female,15-24 years,142.0,4408500.0
15625,Germany,1997,female,25-34 years,363.0,6510000.0
15626,Germany,1997,female,35-54 years,931.0,11111600.0
15627,Germany,1997,female,5-14 years,8.0,4451600.0
15628,Germany,1997,female,55-74 years,1175.0,9736500.0
15629,Germany,1997,female,75+ years,802.0,3905400.0
15630,Germany,1997,male,15-24 years,600.0,4633400.0
15631,Germany,1997,male,25-34 years,1345.0,6985900.0
15632,Germany,1997,male,35-54 years,3177.0,11528000.0
15633,Germany,1997,male,5-14 years,28.0,4703100.0
15634,Germany,1997,male,55-74 years,2550.0,8485700.0
15635,Germany,1997,male,75+ years,1135.0,1608200.0
15636,Germany,1998,female,15-24 years,155.0,4413700.0
15637,Germany,1998,female,25-34 years,298.0,6286800.0
15638,Germany,1998,female,35-54 years,855.0,11290200.0
15639,Germany,1998,female,5-14 years,16.0,4418600.0
15640,Germany,1998,female,55-74 years,1048.0,9724400.0
15641,Germany,1998,female,75+ years,701.0,3977300.0
15642,Germany,1998,male,15-24 years,589.0,4635800.0
15643,Germany,1998,male,25-34 years,1251.0,6712100.0
15644,Germany,1998,male,35-54 years,3039.0,11704700.0
15645,Germany,1998,male,5-14 years,34.0,4658200.0
15646,Germany,1998,male,55-74 years,2542.0,8601300.0
15647,Germany,1998,male,75+ years,1126.0,1648000.0
15648,Germany,1999,female,15-24 years,133.0,4447600.0
15649,Germany,1999,female,25-34 years,265.0,6028800.0
15650,Germany,1999,female,35-54 years,877.0,11487800.0
15651,Germany,1999,female,5-14 years,9.0,4375300.0
15652,Germany,1999,female,55-74 years,1045.0,9734700.0
15653,Germany,1999,female,75+ years,749.0,4045200.0
15654,Germany,1999,male,15-24 years,595.0,4669200.0
15655,Germany,1999,male,25-34 years,1132.0,6411800.0
15656,Germany,1999,male,35-54 years,2863.0,11918600.0
15657,Germany,1999,male,5-14 years,26.0,4615600.0
15658,Germany,1999,male,55-74 years,2421.0,8721900.0
15659,Germany,1999,male,75+ years,1045.0,1684700.0
15660,Germany,2000,female,15-24 years,137.0,4500217.0
15661,Germany,2000,female,25-34 years,240.0,5783411.0
15662,Germany,2000,female,35-54 years,834.0,11760414.0
15663,Germany,2000,female,5-14 years,8.0,4328023.0
15664,Germany,2000,female,55-74 years,1020.0,9663487.0
15665,Germany,2000,female,75+ years,698.0,4115856.0
15666,Germany,2000,male,15-24 years,575.0,4709057.0
15667,Germany,2000,male,25-34 years,1002.0,6118772.0
15668,Germany,2000,male,35-54 years,2937.0,12201076.0
15669,Germany,2000,male,5-14 years,25.0,4562649.0
15670,Germany,2000,male,55-74 years,2528.0,8760853.0
15671,Germany,2000,male,75+ years,1069.0,1738251.0
15672,Germany,2001,female,15-24 years,124.0,4561925.0
15673,Germany,2001,female,25-34 years,221.0,5552605.0
15674,Germany,2001,female,35-54 years,868.0,12069849.0
15675,Germany,2001,female,5-14 years,11.0,4273747.0
15676,Germany,2001,female,55-74 years,983.0,9568028.0
15677,Germany,2001,female,75+ years,764.0,4192492.0
15678,Germany,2001,male,15-24 years,593.0,4764237.0
15679,Germany,2001,male,25-34 years,985.0,5850255.0
15680,Germany,2001,male,35-54 years,3060.0,12523074.0
15681,Germany,2001,male,5-14 years,37.0,4505958.0
15682,Germany,2001,male,55-74 years,2415.0,8745869.0
15683,Germany,2001,male,75+ years,1106.0,1813475.0
15684,Germany,2002,female,15-24 years,141.0,4626561.0
15685,Germany,2002,female,25-34 years,219.0,5348715.0
15686,Germany,2002,female,35-54 years,905.0,12321464.0
15687,Germany,2002,female,5-14 years,8.0,4220169.0
15688,Germany,2002,female,55-74 years,1013.0,9531566.0
15689,Germany,2002,female,75+ years,773.0,4251053.0
15690,Germany,2002,male,15-24 years,609.0,4828748.0
15691,Germany,2002,male,25-34 years,903.0,5614445.0
15692,Germany,2002,male,35-54 years,3088.0,12777078.0
15693,Germany,2002,male,5-14 years,16.0,4448685.0
15694,Germany,2002,male,55-74 years,2354.0,8766453.0
15695,Germany,2002,male,75+ years,1147.0,1898834.0
15696,Germany,2003,female,15-24 years,155.0,4683375.0
15697,Germany,2003,female,25-34 years,225.0,5161703.0
15698,Germany,2003,female,35-54 years,887.0,12507791.0
15699,Germany,2003,female,5-14 years,6.0,4150241.0
15700,Germany,2003,female,55-74 years,925.0,9534506.0
15701,Germany,2003,female,75+ years,775.0,4301218.0
15702,Germany,2003,male,15-24 years,537.0,4883892.0
15703,Germany,2003,male,25-34 years,868.0,5393875.0
15704,Germany,2003,male,35-54 years,3157.0,12961625.0
15705,Germany,2003,male,5-14 years,17.0,4373618.0
15706,Germany,2003,male,55-74 years,2416.0,8804362.0
15707,Germany,2003,male,75+ years,1187.0,2000255.0
15708,Germany,2004,female,15-24 years,129.0,4726195.0
15709,Germany,2004,female,25-34 years,180.0,5000272.0
15710,Germany,2004,female,35-54 years,827.0,12631907.0
15711,Germany,2004,female,5-14 years,7.0,4066582.0
15712,Germany,2004,female,55-74 years,906.0,9568085.0
15713,Germany,2004,female,75+ years,746.0,4360252.0
15714,Germany,2004,male,15-24 years,518.0,4922745.0
15715,Germany,2004,male,25-34 years,820.0,5196875.0
15716,Germany,2004,male,35-54 years,3001.0,13080225.0
15717,Germany,2004,male,5-14 years,16.0,4285546.0
15718,Germany,2004,male,55-74 years,2413.0,8860469.0
15719,Germany,2004,male,75+ years,1178.0,2112661.0
15720,Germany,2005,female,15-24 years,117.0,4744626.0
15721,Germany,2005,female,25-34 years,171.0,4889216.0
15722,Germany,2005,female,35-54 years,840.0,12685901.0
15723,Germany,2005,female,5-14 years,8.0,3979775.0
15724,Germany,2005,female,55-74 years,939.0,9632657.0
15725,Germany,2005,female,75+ years,664.0,4422784.0
15726,Germany,2005,male,15-24 years,479.0,4939294.0
15727,Germany,2005,male,25-34 years,730.0,5056621.0
15728,Germany,2005,male,35-54 years,2875.0,13137730.0
15729,Germany,2005,male,5-14 years,18.0,4194004.0
15730,Germany,2005,male,55-74 years,2269.0,8943091.0
15731,Germany,2005,male,75+ years,1160.0,2225555.0
15732,Germany,2006,female,15-24 years,112.0,4727172.0
15733,Germany,2006,female,25-34 years,154.0,4819150.0
15734,Germany,2006,female,35-54 years,832.0,12694086.0
15735,Germany,2006,female,5-14 years,9.0,3899892.0
15736,Germany,2006,female,55-74 years,826.0,9713785.0
15737,Germany,2006,female,75+ years,611.0,4471494.0
15738,Germany,2006,male,15-24 years,455.0,4922196.0
15739,Germany,2006,male,25-34 years,629.0,4963413.0
15740,Germany,2006,male,35-54 years,2653.0,13148811.0
15741,Germany,2006,male,5-14 years,20.0,4107557.0
15742,Germany,2006,male,55-74 years,2314.0,9032770.0
15743,Germany,2006,male,75+ years,1160.0,2328668.0
15744,Germany,2007,female,15-24 years,110.0,4678848.0
15745,Germany,2007,female,25-34 years,145.0,4782312.0
15746,Germany,2007,female,35-54 years,742.0,12662132.0
15747,Germany,2007,female,5-14 years,9.0,3835107.0
15748,Germany,2007,female,55-74 years,796.0,9816096.0
15749,Germany,2007,female,75+ years,595.0,4503136.0
15750,Germany,2007,male,15-24 years,448.0,4875778.0
15751,Germany,2007,male,25-34 years,654.0,4913538.0
15752,Germany,2007,male,35-54 years,2539.0,13116847.0
15753,Germany,2007,male,5-14 years,15.0,4039955.0
15754,Germany,2007,male,55-74 years,2213.0,9135373.0
15755,Germany,2007,male,75+ years,1143.0,2417463.0
15756,Germany,2008,female,15-24 years,130.0,4619410.0
15757,Germany,2008,female,25-34 years,157.0,4780395.0
15758,Germany,2008,female,35-54 years,761.0,12574802.0
15759,Germany,2008,female,5-14 years,6.0,3776108.0
15760,Germany,2008,female,55-74 years,768.0,9926040.0
15761,Germany,2008,female,75+ years,592.0,4521561.0
15762,Germany,2008,male,15-24 years,456.0,4821264.0
15763,Germany,2008,male,25-34 years,632.0,4906502.0
15764,Germany,2008,male,35-54 years,2598.0,13021164.0
15765,Germany,2008,male,5-14 years,11.0,3978422.0
15766,Germany,2008,male,55-74 years,2199.0,9240436.0
15767,Germany,2008,male,75+ years,1149.0,2496685.0
15768,Germany,2009,female,15-24 years,121.0,4552176.0
15769,Germany,2009,female,25-34 years,146.0,4784538.0
15770,Germany,2009,female,35-54 years,788.0,12445519.0
15771,Germany,2009,female,5-14 years,9.0,3726357.0
15772,Germany,2009,female,55-74 years,789.0,9995593.0
15773,Germany,2009,female,75+ years,520.0,4569198.0
15774,Germany,2009,male,15-24 years,443.0,4760066.0
15775,Germany,2009,male,25-34 years,637.0,4909814.0
15776,Germany,2009,male,35-54 years,2628.0,12872657.0
15777,Germany,2009,male,5-14 years,12.0,3925018.0
15778,Germany,2009,male,55-74 years,2277.0,9307706.0
15779,Germany,2009,male,75+ years,1209.0,2599960.0
15780,Germany,2010,female,15-24 years,132.0,4489057.0
15781,Germany,2010,female,25-34 years,177.0,4807946.0
15782,Germany,2010,female,35-54 years,805.0,12316695.0
15783,Germany,2010,female,5-14 years,6.0,3687564.0
15784,Germany,2010,female,55-74 years,851.0,10027136.0
15785,Germany,2010,female,75+ years,588.0,4669323.0
15786,Germany,2010,male,15-24 years,474.0,4702588.0
15787,Germany,2010,male,25-34 years,735.0,4940288.0
15788,Germany,2010,male,35-54 years,2605.0,12731842.0
15789,Germany,2010,male,5-14 years,22.0,3883512.0
15790,Germany,2010,male,55-74 years,2358.0,9350157.0
15791,Germany,2010,male,75+ years,1277.0,2742959.0
15792,Germany,2011,female,15-24 years,122.0,4432422.0
15793,Germany,2011,female,25-34 years,188.0,4854346.0
15794,Germany,2011,female,35-54 years,757.0,12196847.0
15795,Germany,2011,female,5-14 years,9.0,3641215.0
15796,Germany,2011,female,55-74 years,802.0,10049757.0
15797,Germany,2011,female,75+ years,624.0,4791265.0
15798,Germany,2011,male,15-24 years,461.0,4653810.0
15799,Germany,2011,male,25-34 years,684.0,5006064.0
15800,Germany,2011,male,35-54 years,2582.0,12614051.0
15801,Germany,2011,male,5-14 years,12.0,3835083.0
15802,Germany,2011,male,55-74 years,2538.0,9396062.0
15803,Germany,2011,male,75+ years,1374.0,2900218.0
15804,Germany,2012,female,15-24 years,121.0,4384528.0
15805,Germany,2012,female,25-34 years,187.0,4917857.0
15806,Germany,2012,female,35-54 years,810.0,12089833.0
15807,Germany,2012,female,5-14 years,9.0,3590435.0
15808,Germany,2012,female,55-74 years,873.0,10078469.0
15809,Germany,2012,female,75+ years,607.0,4920842.0
15810,Germany,2012,male,15-24 years,439.0,4612682.0
15811,Germany,2012,male,25-34 years,699.0,5099210.0
15812,Germany,2012,male,35-54 years,2408.0,12515919.0
15813,Germany,2012,male,5-14 years,11.0,3782823.0
15814,Germany,2012,male,55-74 years,2302.0,9453082.0
15815,Germany,2012,male,75+ years,1430.0,3062435.0
15816,Germany,2013,female,15-24 years,111.0,4259808.0
15817,Germany,2013,female,25-34 years,188.0,4928834.0
15818,Germany,2013,female,35-54 years,808.0,11835769.0
15819,Germany,2013,female,5-14 years,12.0,3529729.0
15820,Germany,2013,female,55-74 years,875.0,9995322.0
15821,Germany,2013,female,75+ years,641.0,4984061.0
15822,Germany,2013,male,15-24 years,391.0,4474441.0
15823,Germany,2013,male,25-34 years,739.0,5060529.0
15824,Germany,2013,male,35-54 years,2423.0,12049310.0
15825,Germany,2013,male,5-14 years,6.0,3723771.0
15826,Germany,2013,male,55-74 years,2379.0,9314147.0
15827,Germany,2013,male,75+ years,1518.0,3115267.0
15828,Germany,2014,female,15-24 years,121.0,4215773.0
15829,Germany,2014,female,25-34 years,182.0,5005685.0
15830,Germany,2014,female,35-54 years,801.0,11728001.0
15831,Germany,2014,female,5-14 years,8.0,3501907.0
15832,Germany,2014,female,55-74 years,855.0,10013338.0
15833,Germany,2014,female,75+ years,621.0,5151214.0
15834,Germany,2014,male,15-24 years,397.0,4452615.0
15835,Germany,2014,male,25-34 years,750.0,5179803.0
15836,Germany,2014,male,35-54 years,2444.0,11949414.0
15837,Germany,2014,male,5-14 years,20.0,3695813.0
15838,Germany,2014,male,55-74 years,2410.0,9358747.0
15839,Germany,2014,male,75+ years,1608.0,3300059.0
15840,Germany,2015,female,15-24 years,136.0,4195185.0
15841,Germany,2015,female,25-34 years,193.0,5061297.0
15842,Germany,2015,female,35-54 years,800.0,11616616.0
15843,Germany,2015,female,5-14 years,13.0,3517216.0
15844,Germany,2015,female,55-74 years,908.0,10054932.0
15845,Germany,2015,female,75+ years,635.0,5338738.0
15846,Germany,2015,male,15-24 years,376.0,4520300.0
15847,Germany,2015,male,25-34 years,721.0,5336932.0
15848,Germany,2015,male,35-54 years,2267.0,11854531.0
15849,Germany,2015,male,5-14 years,6.0,3716736.0
15850,Germany,2015,male,55-74 years,2304.0,9436572.0
15851,Germany,2015,male,75+ years,1729.0,3487628.0
15852,Greece,1979,female,15-24 years,8.0,678200.0
15853,Greece,1979,female,25-34 years,9.0,638800.0
15854,Greece,1979,female,35-54 years,33.0,1289300.0
15855,Greece,1979,female,5-14 years,1.0,717700.0
15856,Greece,1979,female,55-74 years,26.0,884000.0
15857,Greece,1979,female,75+ years,14.0,265900.0
15858,Greece,1979,male,15-24 years,23.0,719100.0
15859,Greece,1979,male,25-34 years,16.0,624700.0
15860,Greece,1979,male,35-54 years,60.0,1194700.0
15861,Greece,1979,male,5-14 years,2.0,765200.0
15862,Greece,1979,male,55-74 years,62.0,773800.0
15863,Greece,1979,male,75+ years,23.0,189900.0
15864,Greece,1980,female,15-24 years,4.0,694200.0
15865,Greece,1980,female,25-34 years,7.0,653600.0
15866,Greece,1980,female,35-54 years,31.0,1317600.0
15867,Greece,1980,female,5-14 years,1.0,716700.0
15868,Greece,1980,female,55-74 years,33.0,903900.0
15869,Greece,1980,female,75+ years,17.0,276700.0
15870,Greece,1980,male,15-24 years,22.0,728300.0
15871,Greece,1980,male,25-34 years,35.0,653200.0
15872,Greece,1980,male,35-54 years,66.0,1224600.0
15873,Greece,1980,male,5-14 years,5.0,765400.0
15874,Greece,1980,male,55-74 years,60.0,792100.0
15875,Greece,1980,male,75+ years,33.0,198800.0
15876,Greece,1981,female,15-24 years,10.0,701700.0
15877,Greece,1981,female,25-34 years,18.0,659500.0
